,file_name,title,date,coperta,pot_city_name,city_name,latitude,longitude,pot_city_name_fuzzy,inferred_composer,city_not_nan,location_city,inferred_latitude,inferred_longitude,inferred_location,inferred_title,title_mediawiki_pageid,composer_mediawiki_pageid,inferred_genre,inferred_occasion,original_sources
272,data_455.json,"Il pirata, melodramma in due atti da rappresentarsi nel gran Teatro La Fenice il carnovale dell'anno 1830",1829,"['IL', 'PIRATA', 'MELODRAMMA', 'NEL', 'GRAN', 'TEATRO', 'LAFENICE', 'eeanvoraue', 'si', 'sno', '1850', 'IN', 'VENEziA', ',', '‘DALLA', 'moGaania', 'canast', '.', 'Rol', '.', '0498', '.', '44', '\\', 'AVVERTIMENTO', 'Th', 'auca', 'Ernesto', 'di', 'Caldora', ',', 'po', 'tentissimo', 'Signore', 'siciliano', ',', '«mava', 'perdatamente', 'Ia', 'bella', 'Imogene', ',', 'Ta', 'desiderava', 'in', '’', 'isposa', ';', 'ma', 'ill', 'cuore', 'i', 'lei', 'era', 'prevenuto', 'per', 'Guultiero', ',', '|', 'k', 'Conte', 'di', 'Montalto', '.', 'He', 'Duca', 'Sale', 'dora', ',', 'per', 'vendicarsi', 'del', 'preferito', 'ri', '-', 'wale', ',', 'che', 'col', 'vevchio', 'padre', 'a', '""', 'Imo', '-', 'gene', 'seguiva', 'le', 'parti', 'di', 'Manfredi', ',', 'f', 'i', '$', 'i', 'pose', 'a', 'favorire', 'i', ',', 'disegni', 'di', 'Carlo', 'je', 'tanto', 'fece', ',', 'che', ',', 'spento', 'partito', 'Angioino', 'trionf®', '}', 'in', 'Sicilia', ',', 'e', 'Gualtiero', ',', 'vinto', 'in', 'bat', '~', '‘', '3', 'taglia', ',', 'fa', '’', 'perseguitato', 'e', 'proscritto', '.', '‘nggl', 'questi', 'in', 'Aragona', ',', 'il', 'cui', 'fe', ',', 'nemico', 'degli', 'Angivini', ',', 'pretendeva', 'al', 'dominio', 'della', 'Sicilia', ';', 'ma', 'non', 'rinven', '-', ',', 'pe', 'in', 'quel', 'regno', 'la', 'protezione', '-', 'ch', '’', 'egli', '1', 'sperava', '.', '.', 'Altre', 'partito', 'non', 'Ii', 'rimase', 'per', 'danneggiare', 'i', 'suoi', 'nemiciy', 'che', 'Guello', 'di', 'armare', 'una', 'squadra', 'di', 'Pi', '-', 'Fats', 'dragonesi', ',', 'cot', 'quill', 'corseggiando', 'per', 'hen', 'diecl', 'aniy', 'fece', 'aspra', 'guers', 'Fa', 'agli', 'Angicini', ',', 'spesando', 'sompre', 'di']","['venezia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'venezia', 'venetia']",Not found,Venice,Teatro La Fenice Venice,45.4337096,12.3338572,Teatro La Fenice,Il pirata,209185,211636,melodramma,carnovale dell'anno 1830,http://dl.cini.it/collections/show/836
274,data_393.json,"Il barbiere di Gheldria, opera buffa da rappresentarsi sulle scene del Teatro in San Benedetto nel carnevale dell'anno 1829. Poesia di Luigi Velli. Musica del maestro Bellio",1828,"['BARBIERE', 'DI', 'GHELDRIA', 'OPERA', 'RUFFA', 'DA', 'Tisrenusentanst', 'SuLLx', 'SCENE', 'DEL', 'TEATRO', 'IN', 'SAN', 'BENEDETTO', 'NEL', 'CABNOFALE', 'DELL', '?', 'ANRO', '839', ',', 'a', 'VeNEZIA', '{', '=', '=', 'p', 'PERSONAGGI', ',', 'ED', 'ATTORE', '.', 'VASVIEDEN', ',', 'Medico', 'I', 'Sig', '.', 'Carlo', 'Magnan', '.', '‘TOMEPSON', ',', 'Barbiere', 'U', 'Sig', '.', 'Tuigi', 'Pee', 'GIUDITTA', ',', 'creduta', 'soa', 'fia', 'Es', 'Sig', ',', 'Adelaide', 'Rinaldi', ',', 'Accademiee', 'Ono', '-', 'ravia', 'della', 'Secieti', 'Apeltines', 'di', 'Venezia', 'JONES', ',', 'giovane', 'del', 'Barbiere', 'HI', 'Sig', '.', 'Antonio', 'Tomasi', '.', 'ADIPSON', ',', 'Ufiziale', 'UL', 'Sig', '.', 'Enrico', 'Sassl', ',', 'CRISTINA', ',', 'Modista', 'La', 'Sig', ',', 'Carolina', 'Redrott', '.', 'ROSINA', ',', 'donna', 'di', '_', 'eevieio', 'in', 'casa', 'di', 'Tompoon', 'La', 'Sig', '.', 'Teresa', '.', 'Piechi', '.', 'VILM', ',', 'Cafettiere', 'Il', 'Sig', '.', 'Giuseppe', 'Dionese', '.', '‘MESS', 'I', 'Sig', ',', 'NN', '.', 'coro', 'Dr', 'Antigiani', ',', 'Birt', ',', 'Servitor', 'Za', 'Scena', '¢', 'in', 'Gheltria', '.', 'Fer', 'amore', 'ai', 'brevta', '4', 'vest', 'cigoatt', 'nom', 'sca']","['venezia', 'venezia', 'venezia', 'venetia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'venezia', 'venezia', 'venetia', 'venezia', 'venetia']",Not found,Venice, Venice,Not found,Not found,Not found,Il barbiere di Gheldria,4844052,211636,opera,carnevale dell'anno 1829,http://dl.cini.it/collections/show/26
276,data_640.json,"L' inganno scoperto, melodrama per musica da rappresentarsi nel Teatro di S. Angelo l'autunno dell'anno 1735",1735,"['LINGANNO', 'MS', 'SCOPERTO', 'bans', '226', '|', 'MELODRAMA', 'PER', 'MUSICA', 'DA', 'RAPPRESENTARST', '|', 'Nel', 'Teatro', 'di', 'S', '.', 'Angelo', '|', 'azarrowo', 'pexa', ':', 'axwo', 'ss', '(', '|', 'ee', '|', 'IN', 'YENEZIA', ',', 'MDCCXXxV', '.', 'Per', 'Marino', 'Rote', ':', '‘ON', '2ICENZ4', 'DE', 'SUPERIOR', ':']",['venezia'],Venice,45.43713,12.33265,['venezia'],Not found,Venice,Teatro di san Angelo Venice,Not found,Not found,Teatro di san Angelo,L' inganno scoperto,6339668,211636,melodramma,Not found,http://dl.cini.it/collections/show/679
278,data_384.json,"Il Seleuco drama per musica d'Adriano Morselli da rappresentarsi nel famosissimo Teatro di Torre di Nona l'anno 1693. Consacrato all'eccellentissima signora, la signora Eleonora  principesa di Liechtenstein ...",1693,"['ILSELEVCO', 'DRAMA', 'PER', 'MVSICA', 'D', '’', 'ADRIANO', 'MORSELLU', 'Darapprefentarfi', 'nel', 'Famofiffimo', '‘Teatto', 'di', 'Torte', 'diNona', 'LANNO', 'MDCXCIIL', 'CONSACRATO', 'AIP', 'Eccellentiffima', 'Signora', 'LA', 'SIGNORA', 'ELEONORA', 'Principefla', 'di', 'Liechtenftein', ',', 'Du', '-', 'cchefladiTropau', 'eTagerndorh', 'Conteffa', 'di', 'Thun', '.', 'Ambafciatrice', 'Cefarca', 'in', 'Roma', '.', 'Si', 'vente', 'in', 'Bosrega', 'di', 'Feancefeo', 'Libearo', 'jn', 'Piazza', 'Madan', 'TaRoma', ',', ',', 'per', 'Gio', ':', 'France', 'Bi']","['roma', 'roma', 'roma']",Rome,41.89193,12.51133,"['roma', 'roma', 'roma']",Adriano Morselli,Rome,Teatro di Torre di Nona Rome,Not found,Not found,Teatro di Vicenza,Il Seleuco,354271,2849105,dramma,Not found,http://dl.cini.it/collections/show/499
279,data_364.json,"Il Gordiano, drama per musica da rappresentarsi nel famoso teatro Vendramino di San Salvatore l'anno 1688, consacrato all'altezza serenissima del sig. prencipe Massimiliano Guglielmo, Generale della Sereniss. Repub. di Venetia, e figlio dell'altezza serenissima del signor duca Ernesto Augusto di Bransvich, Luneburgh, &c./ [musica di Domenico Gabrieli]",1688,"['LL', 'GORDIANO', 'DRAMA', 'PERMVSICA', ""'"", 'DaRappre', '(', 'eatarf', 'nel', 'Famoto', 'Teatro', '‘Venideamino', 'di', 'San', 'Salacore', 'Anno', '1688', ',', 'CONSACRATO', 'Alt', 'Atenza', 'Serenifsiia', 'DEL', 'SIG', '.', 'PRENCIPE', 'MASSIMILIANO', '}', 'GVGLIELMO', 'Generale', 'eli', 'einer', 'dt', 'vert', 'oo', 'een', 'ERNESTO', 'AVGYVSTO', '|', 'DiBranfvieh', ',', 'Lunebuegh', ',', 'ce', ',', 'es', 'IN', 'VENETIA', ',', 'MDCLXXXVItE', 'Con', 'Licenga', 'de', '’', 'Superiovie', 'Pipl', ',']","['venetia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venetia', 'venezia', 'venetia']",Domenico Gabrieli,Venice,Vendramino di Venice,Not found,Not found,Vendramino di,Il Gordiano,823669,745467,dramma,Not found,http://dl.cini.it/collections/show/290
282,data_114.json,Bajazette tragedia per musica da rappresentarsi nel Teatro Grimani di San Samuele l'anno 1723. Per la fiera dell'ascensione. Dedicata a sua altezza sereniss. il signor principe Giuseppe D'Assia Darmstat cavaliere dell'Ordine insigne di S. Uberto &c. &c.,1723,"['BAJAZETIE', 'TRAGEDIA', 'PER', 'MUSICA', 'Da', 'rapprefenear', 'NEL', 'TEATRO', 'GRIMANL', 'DISAN', 'SAMUELE', 'Anno', '1735', '.', 'Per', 'la', 'Eiera', 'dell', 'Acenfanes', 'DEDICAT', 'A', 'ASUA', 'ALTEZZA', 'SERENISS', ':', 'IL', 'SIGNOR', 'PRINEIPE', 'GIUSEPPE', 'D', ""'"", 'ASSIA', 'DARMSTAT', 'Cavaliere', 'dell', '’', 'Ordine', 'infigne', 'ai', ""'"", 'S', '.', 'Uberto', 'Be', '&', '.', 'IN', 'VENEZIA', ',', 'MDCCKXUI', '-', '‘Appretfo', 'Marino', 'Roffetc', 'in', 'Metceria', '.', 'all', 'Tnfegos', 'della', 'Pace', '.', 'CON', 'LICENZ', '.', 'A', 'DE', '’', 'SUPERIORIe', 'He', 'SCE', 'aie', 'ice', 'conser', 'for', ':', '‘em', 'inf', 'gue', 'drs', 'cei', 'aso', 'Sera', 'eerie', 'io', 'fei', 'a', 'eee', '.', 'as', 'ieee', 'PI', 'Oa', 'sel', 'eaig', 'ce', 'ak', 'acer', 'ad', 'wn', '.', 'idol', 'Sole', 'yi', 'quale', '3hi', '-', 'ae', 'eee', 'Sb', 'ee', 'ec', 'ee', 'SOE', 'sre', 'om', 'ee', 'Ste', 'tlle', 'eae', 'per', 'al', 'ode', 'mal', 'gre', 'ee', 'fe', 'oe', 'Ce', 'Cis', 'cghe', 'won', 'jose', 'Ir', 'tl', 'es', 'oss', 'ase', '(', 'pete', 'ea', 'ime', 'plat', 'eo', 'a', 'Tagrazia', '»', 'che', 'mi', 'srtte', 'benigna', '-', 'moan', 'conferica', 'd', 'accemare', 'quefta', 'mia', 'of', 'forte', ',', 'che', 'vagliae', 'flendere', '.', 'it', 'vffro', 'ain', 'Zorevole', 'patrocimio', 'fulle', 'mia', 'perfora', '€', 'Gan', 'profendifine', 'efeqnio', 'mi', 'rafigue', '-', 'Unibif', '.', 'Divori', '.', 'Obbigas', 'rnconio', 'Serve', '‘Al', 'Lettore', '.', 'Costwotala', 'Storia', 'del', 'Ta', 'U', ')', 'merlano', ',', '¢', 'di', 'Bajarete', ',', 'che', 'in', 'weve', 'di', 'affaticarm', '’', 'ad', 'infiruirne', 'il', 'Lettore', 'do', '-', '-', 'oreifiudiarmi', 'a', 'diraprierlo', 'dar', 'cer', '-', 'te', 'opinion', ',', 'che', 'vengono', 'dcereditate', 'per', 'vere', '.', 'Sicrede', 'comunementes', 'cbt', 'dopo', 'la', 'prigionia', 'di', 'Bajazete', '»', 'Ta', '-', 'merlano', 'fi', 'fervife', 'di', 'lui', 'per', 'ifeabello', 'nel', 'jalire', 'a', 'cetvallo', ""'"", ',', 'che', 'To', 'rinchiu', '-', 'deffe', 'in', 'ana', 'gabbia', 'di', '32', 'cbefi', 'face', 'ercioe', 'daa', 'di', 'ui', 'mesh', 'igrise', 'a', 'alla', 'Menfa', '.', '.', 'Di', 'tutto', 'cid', 'nulla', 'fanno', 'menzione', 'gli', 'Autori', 'pik', 'accre', '~', 'ditati', ',', 'angi', 'molti', 'afferifcono', 'effre', 'tutto', 'quefio', 'favolofo', '.', 'Cid', 'non', 'oftan', '-', 'te', 'io', 'che', 'non', 'imprendo', 'di', 'ferivere', 'sina', 'Stotia', ';', 'ma', ""'"", 'di', 'far', 'rapprefenta', 're', 'una', 'Tragedias', 'bo', 'prefo', 'dalle', 'fox', 'practennaté', 'favole', ',', 'ridatte', 'al', 'deco', '-', '‘70', 'del', 'Teatro', ',', '¢', 'alla', 'pofibile', 'proba', '.', 'Uilifa', '5', 'i', 'motivo', 'per', 'un', 'azione', '»', 'la', 'hale', 'a', 'per', 'fie', 'lamerte', 'di', 'Baez', 'a', '3', 'Che']","['venezia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'venezia', 'venetia']",Not found,Venice,Teatro Grimani di San Samuele Venice,Not found,Not found,Teatro Grimani di San Gio,Bajazette,1167935,211636,tragedia,Per la fiera dell'ascensione.,http://dl.cini.it/collections/show/940
284,data_258.json,Germanico sul Reno drama per musica da rappresentarsi nel famosissimo Teatro Vendramino di San Saluatore l'anno 1676. Di Giulio Cesare Corradi. Seconda impressione. Consacrato all'altezza serenissima del sig. prencipe di Monaco ... / [del sig. maestro Legrenzi],1676,"['IGERMANICO', '|', 'SVL', 'RENO', '[', 'DRAMA', 'PER', 'MySICA', 'Darapprefentari', 'nel', 'Famofifimo', '|', 'asro', '.', 'Vendramin', 'di', 'SanSalnatore', 'LANNO', 'DC', '.', 'LY', 'XVI', '.', 'IDI', 'GIYLIO', 'CESARE', 'CORRADI', 'Seconda', 'impreffione', 'CONS', 'ACRATO', ')', 'Mt', 'Aliecza', 'Serevifionn', 'Del', 'Sig', '.', 'Prencipe', 'di', 'Mo', '-', 'naco', 'Duca', 'di', 'Valen', '-', 'tinefe', ',', 'Paridi', 'Francia', '&', 'c', '.', '2', 'IN', 'VENETIA', ',', 'M', '.', 'DC', '.', 'LXXVI', 'ALTEZZA', 'SERENISSIMA', 'ILi', 'Eroi', 'denonfi', 'confacrare', 'agli', 'Eroi', ',', 'ele', 'grand', '?', 'Anime', 'cercan', '-', 'no', 'per', 'ogget', 'todimoftratiuo', 'i', 'gran', 'Pren', '+', 'Gipi', '.', 'Confacro', 'il', 'Germani', '-', 'coaV', '.', 'A', '.', 'S', '.', 'perche', 'in', 'lei', 'oe', 'AS', 'vis']","['venetia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venetia', 'venezia', 'venetia']",Legrenzi,Venice,Teatro Vendramino Venice,Not found,Not found,Teatro Vendramino,Germanico sul Reno,52684,561521,dramma,Not found,http://dl.cini.it/collections/show/412
285,data_982.json,"Perseo e Andromeda, dramma per musica da rappresentarsi nel Teatro di Via della Pergola nell'Autunno del 1775. Sotto la protezione dell'A.R. di Pietro Leopoldo arciduca d'Austria. principe d'Ungheria e di Boemia Gran = Duca di Toscana ec. ec. ec.",1775,"['PERSEO', ':', 'E', 'ANDROMEDA', 'DRAMMA', 'PER', 'MUSICA', 'DA', 'RAPPRESEN', 'TAREE', 'NEL', 'TEATRO', 'DI', 'VIA', 'DELLA', 'PERGOLA', 'NEL', 'AUTUNNO', 'DEL', 'Mpccuxxy', '.', 's0TTO', 'LA', 'PROTEZIONE', 'DELL', '4', '.', 'R', '|', 'pI', 'PIETRO', 'LEOPOLDO', 'ARCIDUCA', 'Di', 'AUSTRIA', 'PRINCIPE', 'REALE', 'D', '’', 'UNGHERIA', 'KDI', 'BOEMIA', 'GRAN', '=', 'DUCA', 'DI', 'TOSGANA', 'AN', 'FIRENZE', '.', 'MDCCLXXY', ',', 'Com', 'Lie', '.', 'de', '’', 'Sup', 'Ti', 'vende', '&', 'Gio', 'RiGlin', 'Samparore', 'ai', '‘ils', 'Chight', 'di', '6', ',', 'irene', 'ARG', '@', 'OMENT', 'oO', '.', '1itie', '-', 'immieritaat', 'marernae', '-', 'pendere', 'Tinguae', '‘Avdromedath', 'poeoas', 'injollus', 'julecar', 'Ammon', '.', 'Ovidio', '-', 'Meiam', '.', 'bibeias', 'Naromeda', '»', 'figliuela', 'di', 'Cefeo', ',', 'Re', 'a', '>', 'Eviopia', ',', 'fa', 'condaymata', 'dal', 'alo', 'ad', 'efere', 'divorata', 'daun', 'Mojire', 'marino', ',', 'per', 'efpiare', 'i', 'falle', ',', 'dellay', 'madre', 'Cafiope', '»', 'vansarap', 'a', 'cffer', '.', 'pit', 'bela', 'elle', 'Nertidi', ',', '¢', 'per', 'cui', 'tito', 'il', 'Regna', 've', '~', 'ivardall', ',', 'ira', '’', 'celefle', 'perjegaitate', '.', 'Perfeo', 'x', ':', 'igiunso', 'in', 'Eviopia', 'fal', 'punto', 'dell', ':', 'efecuciane', '.', 'dt', 'Tucflo', 'barbara', 'Sacrifizie', ',', 'wcside', 'il', 'Mofiro', ',', 'Jatva', 'Andromeda', ',', 'Postiene', '-', 'in', 'Confortes', '6a', '‘afeende', 'al', 'Troue', 'di', 'Cefeora', 'feconde', '.', 'delle', 'promeffe', 'fatregli', '-', 'Gli', 'Epifodjy', '¢', 'cambiamén', '-', 'ti', ',', 'le', 'diverfe', 'now', 'cocremi', 'alla', 'fi', '‘ola', 'fono', 'cone', 'ognuno', 'fa', ""'"", 'y', 'permefi', ',', 'ed', 'al', 'per', 'adattarfe', 'allo', '’', '{', 'pes', '-', 'tarolo', 'Teatrale', ',', 'al', 'genio', 'delicato', 'degli', '’', 'Atto', '~', 'ri', 'e', 'pin', 'di', 'tuste', 'all', '’', 'incontra', 'del', 'pabllicoy', 'unico', 'oggette', 'djstali', 'rapprefentanze', 'La', '-', 'frena', 'fe', 'finge', 'in', 'Meroe»', 'Copitale', 'adit', 'hits', 'fa', 'ih', 'comigae', 'wie', 'medehind', '-', 'Aa', 'IN', '-']","['firenze', 'firenze']",Florence,43.77925,11.24626,"['firenze', 'firenze']",Not found,Florence,Teatro di Via della Pergola Florence,43.77309355,11.261495067378295,Teatro di Via della Pergola,Perseo e Andromeda,1735884,211636,dramma,Not found,http://dl.cini.it/collections/show/284
286,data_159.json,Ciro riconosciuto dramma per musica da rappresentarsi nel giardino dell'Imperial Favorita festeggiandosi il felicissimo giorno natalizio della sac. cef. e catt. real maestà di Elisabetta Cristina imperatrice regnante per comando ... di Carlo 6. imperadore de' Romani ... l'anno 1736,1736,"['CIRO', 'RICONOSCIUTO', 'Drama', 'rex', 'Musica', 'Da', 'rapprefentanfi', 'nel', '.', 'Grardmo', 'dell', 'Imperial', 'Fovorita', 'Fefleggtandofi', 'il', 'Felciime', 'Giomo', '|', '4', '‘Natalizio', 'della', 'Sac', '.', 'Get', '.', 'e', 'Catt', ',', 'Real', 'Mactia', 'ELISABETTA', 'CRISTINA', 'IMPERADRICE', 'REGNANTE', ',', 'Per', 'comand', 'delta', 'Sac', '.', 'Cefi', '¢', 'Catt', '.', 'Real', 'Merpd', 'CARLOVL', 'IMPER', 'ADORE', 'DE', 'ROMANI', 'SEMPRE', 'AUGUSTO', '.']",['roma'],Rome,41.89193,12.51133,['roma'],Not found,Rome, Rome,Not found,Not found,Not found,Ciro riconosciuto,1807062,211636,dramma,Not found,http://dl.cini.it/collections/show/48
287,data_805.json,La nascita del Redentore componimento sacro per musica da cantarsi nell'Oratorio de' RR.PP. della Congregazione dell'Oratorio in Roma,1780,"['AN', 'FOSS', 'LA', 'NASOON', 'DEL', 'REDEATOR', 'LA°NASCITA', '“DLE', 'DL', 'tne', 'JS', '.', 'REDE', 'Na', 'OrRge', 'COMPONIMENTO', 'SAGO', 'PER', 'MOSICA', 'DA', 'CANTARS', 'NELLY', 'ORATORION', '©', '{', 'DEV', '-', 'RREPP', '!', 'DELLA', 'CONGREGUZIONE', '|', 'DELL', '’', 'ORATORIO', 'DI', '.', 'ROMA', ',', 'TN', '_', 'ROMA', 'MDCCLEXX', '.', '‘on', 'dienes', 'e', '@', 'Sparen']","['roma', 'roma', 'roma', 'roma']",Rome,41.89193,12.51133,"['roma', 'roma', 'roma', 'roma']",Not found,Rome, Rome,Not found,Not found,Not found,La nascita del Redentore,704143,211636,componimento sacro,Not found,http://dl.cini.it/collections/show/81
288,data_210.json,Enea in Caonia componimento per musica del signor Luigi Maria Stampiglia tra gl'Arcadi Ilbaste posto in musica dal signor Giovanni Adolfo Hasse detto il Sassone,1727,"['BEaN', '.', '2', '<', 'A', 'IN', 'CA', 'ONTA', 'COMPONIMENTO', 'PER', 'MUSICA', 'Dee', 'stoNon', 'LUIGI', 'MARIA', 'STAMPIGLIA', 'Tra', 'gP', 'Areadi', 'Uhafle', 'POSTO', 'IN', 'MUSICA', 'GIOVANNI', 'ADOLFO', 'HASSE', 'Deteo', 'il', 'Saffone', 'APOLI', 'MDOCKXVIL', 'Govan', '6', 'Carter', 'Gonmann', 'Mose', 'rede', 'dl', 'Micwse', 'Lem']",['napoli'],Naples,40.85216,14.26811,['napoli'],Giovanni Adolfo,Naples, Naples,Not found,Not found,Not found,Enea in Caonia,6578336,200112,componimento sacro,Not found,http://dl.cini.it/collections/show/231
289,data_1043.json,Ser Marcantonio dramma giocoso per musica in due atti da rappresentarsi nel Nobile teatro di Zara il carnovale 1823,1822,"['Dai', 'libri', 'di', 'ALESSANDRO', 'DUDAN', 'SER', 'MARCANTONIO', 'DRAMMA', 'GIOCOSO', 'PER', 'MUSICA', 'De', 'DUE', 'arrt', 'NEL', 'NoBILE', 'TEATRO', ',', 'DIZARA', '1B', 'Carmceale', '1833', ',', 'VENEZIA', 'ATTORI', '.', 'SER', 'maRcaNToNio', 'W', 'Sig', ',', 'Glas', 'Batt', 'hes', '.', 'MEDORO', '}', '4H', 'Sig', ',', 'Lag', 'Cnt', ',', 'DoRINA', ')', 'sot', 'Nip', ':', 'a', 'Sig', '.', 'denetts', 'Proer', '.', 'USEITA', ',', 's38', 'Camerera', 'Le', '.', 'Sig', '.', 'Marianna', 'Leonardi', '.', 'PASQUINO', ',', 'so', 'Serviore', '1Sig', ',', 'Ciacomo', 'Bevlacgus', '.', 'aeITINA', ',', 'Seat', 'to', 'Sig', ',', 'Clueppiaa', 'Puenamie', ',', '‘TOBA', ',', 'Sena', 'fratello', 'di', 'Bexna', '4H', 'Sig', ',', 'Glocente', 'Figuta', '.', 'Coro', '«', 'Comparse', '‘i', 'yoshi', 'Parente', 'Amici', 'i', 'Maresuinia', ',', 'Di', 'Snosstort', 'Cama', '‘Dj', 'Fulegnum', ',', 'Marston', ',', 'Mereanti', 'ai', 'Mote', ',', '©', 'ie', '‘gar', 'Alcan', 'Ragiize', 'mode', ',', 'Serva', '!', '&', '.', 'Zo', 'Pool', '@', 'del', 'Sip', 'Awetts', 'ANoxtO', ',', '¢', 'a', 'musica', 'da', ""'"", 'sig', ',', 'Mactno', 'Stnvaso', 'tains', 'Sheet']","['venezia', 'sena', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'sena', 'venezia', 'venetia']",Not found,Venice,teatro di Zara Venice,Not found,Not found,Teatro di Lucca,Ser Marcantonio,4803245,211636,dramma,carnovale 1823,http://dl.cini.it/collections/show/1073
290,data_974.json,"Oro non compra amore o sia Il barone di Moscabianca, dramma giocoso per musica da rappresentarsi nel nobilissimo Teatro Venier in San Benedetto l'autunno dell'anno 1794",1794,"['‘ORO', 'NON', 'COMPRA', 'AMORE', 'ora', 'IL', 'BARONE', '.', 'DI', 'MOSCABIANCA', 'Nee', 'Nositistwe', 'Tratno', 'VENIER', 'IN', 'SAN', 'BENEDETTO', 'vA', '20', 'del', '!', 'Anao', '1794', 'IN', 'VENEZIA', ',', 'ATTORT', ':', 'ALBERTO', ',', 'Brose', '&', 'Mofebiancl', ',', 'smote', '‘Lien', 'Hl', 'Sie', '.', 'Metre', 'Vert', 'CosTANZA', ',', 'Sandia', '@', 'Alteso', '‘Le', 'Sig', '.', 'Pela', 'Berna', 'LISETTA', 'Contain', '“Le', 'Sig', '.', 'Gis', 'Gofped«', 'DORINA', 'Sora', 'di', 'Lifens', 'tLe', 'Sig', '.', 'Merona', 'Goffrni', '~', 'CARLOTTA', ',', 'Gowtiny', 'smate', 'di', 'Sie', 'le', 'Baglin', 'GIORGIO', ',', 'Contato', 'aman', 'a', 'Lier', 'MH', 'Sg', '.', 'Saas', 'tens', 'CCECCHINO', ',', ',', 'Conn', 'aut', 'el', 'Cit', ',', 'eto', 'Liles', ',', '€', 'Sip', 'Slee', 'Coa', 'PASQUALE', ',', 'Pate', 'af', 'Lif', ',', '«', 'di', 'Creche', '1', 'Sig', '.', 'Gisfeppe', 'Zoe', 'LELIO', ',', 'Caposseca', 'del', 'Baooe', 'wt', 'ate', '‘Piece', 'Versi', 'Mefeabioncey', 'Feade', 'tel', 'Boot', 'aller', 'aa']","['venezia', 'sora', 'merona']",Venice,45.43713,12.33265,"['venezia', 'merona', 'venezia', 'venetia']",Not found,Venice,Teatro Venier Venice,45.4356594,12.3561012,Teatro Venier,Oro non compra amore o sia Il barone di Moscabianca,543559,211636,dramma,Not found,http://dl.cini.it/collections/show/153
292,data_450.json,Il natal di amore anacronismo di Giulio Strozzi,1621,"['DE', ""'"", 'SAGGI', 'POETICE', 'DI', 'GIVLIO', 'STROZzI', 'SAGGTO', 'sECONDO', ',', 'IL', 'NATAL', '§', 'DI', 'AMORE', 'anacnonismo', '|', 'DiGiulio', 'Sirorei', '.', 'IN', 'VENETIAS', 'MDCKYT', 'Appreflo', 'Giéaanni', 'Alberti', '.', 'Gonliesta', 'de', 'omgiorise', 'tially', ',', '—', '>', 'A', 'glilllatits', ',', 'signori', 'IL', 'SIGNOR', 'PIETRO', 'GIACOMO', 'CIMA', ',', 'ET', 'IL', 'SIG', '.', 'ABBATE', 'FRANCESCO', '.', 'CAVALCANTL', '.', 'ON', 'fark', 'renuta', 'forte', 'pprudente', 'sifolutione', ',', 'amigschies', 'mentreio', 'efideto', 'vn', 'patere', '|', 'bhetoselincero', 'intor', '-', 'fod', 'quetio', 'Anactor', 'nilmo', ""'"", 's', 'habbia', 'fata', 'Scelca', 'diduei', 'migliosixe', 'pit', 'forbiti', 'cora', 'Ligiani', 'dellp', 'Corte', 'di', 'Roma', '.', 'Maio', ',', 'che', '4b9', '-', 'trouto', 'nelle', 'Signorie', 'vottre', 'oxime', 'Jeagi', 'di', 'amicitia', 'xecheconofeo', 'fa', 'finezza', 'deifingegno»elaltte', 'rare', 'qualitd', ',', 'perte', 'ial', 'non', 'flo', 'haueremeritaa', 'In', 'gratia', 'i', 'pradentidimi', 'Padronis', 'madi', 'titeala', 'Cortes', 'h8', 'yoluto', 'quettavolea»', 'doueiido', ',', 'combaicere', 'contra', ""'"", 'inuidias', 'inaledicens', '42a»', 'Lecglietmi', 'due', 'padrioi', 'Amio', 'gut', ',', 'Echinonalschcinoca', 'vorts', 'tenon', 'ene', 'Farmedell', '’', 'Eloquenza', '»', 'chemaneg', '>', 'Siipdoleconbaferos', 'che', 'mi', 'porttee', 'silaleierets', 'fa', 'otto', 'procera', 'provcg', 'Aj', 'Hone']","['roma', 'venetia', 'roma']",Rome,41.89193,12.51133,"['roma', 'venetia', 'roma']",Not found,Rome, Rome,Not found,Not found,Not found,Il natal di amore anacronismo di Giulio Strozzi,2867451,211636,Not found,Not found,http://dl.cini.it/collections/show/813
