,file_name,title,date,coperta,pot_city_name,city_name,latitude,longitude,pot_city_name_fuzzy,inferred_composer,city_not_nan,location_city,inferred_latitude,inferred_longitude,inferred_location,inferred_title,title_mediawiki_pageid,composer_mediawiki_pageid,inferred_genre,inferred_occasion,original_sources
502,data_294.json,"Gli amanti generosi, drama per musica da rappresentarsi nel Teatro di Sant'Angelo l'anno 1703. Consacrato alla nobiltà veneta",1703,"['is', 'GLE', '2', 'AMANTI', '2', 'GENEROSI', 'Drama', 'per', 'Mufica', 'Da', 'rapprefentarfi', 'nel', 'Teatro', 'di', 'SANTANGELO', '.', 'LAnno', '1703', '.', 'consacraro', 'ALLA', 'NOBILTA', '’', 'VENETA', '.', 'CHRD', 'IN', 'VENTIA', ',', 'Preffo', 'Marino', 'Rofferti', '.', 'a', 'MerzeriaalfUnfegna', 'della', 'Pace', 'Cou', 'Licemade', 'Superisrt', ',', 'cPriilgio', '.', 'é', ':']","['venetia', 'venetia']",Venice,45.43713,12.33265,"['venetia', 'venetia']",Not found,Venice,Teatro di Sant'Angelo Venice,45.434000499999996,12.328373205309001,Teatro di Sant'Angelo,Gli amanti generosi,1547785,211636,dramma,Not found,http://dl.cini.it/collections/show/747
503,data_464.json,"Il re dispietato, dramma per musica da rappresentarsi da' signori comici della compagnia di Sant'Angelo di Venezia",1747,"['|', 'Sag', '.', '£294', ',', '|', 'Py', 'RE', 'DISPIETATO', '|', 'DRAMMA', 'PER', 'MUSICA', '—', 'PE', 'Rok', ':', 'DISPIETATO', 'DRAMMA', 'PER', 'MUSICA', 'ee', 'DA', 'RAPPRESENTARSI', 'DA', '’', 'SIGNORI', 'COMICT', 'DELLA', 'COMPAGNIA', 'DI', 'sANT', 'ANGELO', 'DI', 'VENEZIA', '.', 'LAnno', 'M', '.', 'DCC', '.', 'XLVII', '.', 'Con', 'Licevn', '-', 'sedtasuperion', ')', '.', 'RRRWR', ""'"", 'RERE', 'AL', 'BENIGNO', 'LETTORE', '.', 'rgonenta', 'a', 'gus', 'Draven', 'che', '“fuse', 'dogn', ':', 'dabbio', 'y', '2', 'un', 'de', 'mix', 'fino', 'wfet', 'della', 'celebre', 'enna', '’', 'del', '[', 'xo', 'rinomsto', 'Aucore', '5', 'fs', 'fh', 'ris', 'Storie', 'te', 'ds', 'te', 'poteal', 'suvetertne', '0', 'Letom', '72', 'muasifinn', '«', 'E', 'ftato', 'Uamimiraxione', '4', 'tatea', 'alia', '©', 'fe', 'non', 'ican', 'ache', 'di', 'ama', 'parte', 'della', '.', 'fis', 'Germs', 'tia', '.', '$', '5', '.', '8', 'deeuty', 'tn', 'qualche', 'hago', 'ae', 'Hatley', 'non', 'per', 'ardire', ',', 'ma', 'per', 'necei', '=', '12', 'di', 'adattarfi', '&', 'Sigurt', 'Virtwofty', 'che', 'Bun', 'te', 'forema', 'di', 'rapprefetarls', 'fora', '@', 'guile', 'Scene', '.', 'Spero', 'the', 'anche', 'qee', '~', 'fs', 'ita', 'fark', 'deqno', 'del', 'buy', 'eompat', '=', 'imeeto', ',', 'Fivi', 'fice', 'eame', 'procurano', 'ds', 'fare', 'i', 'Signori', 'Tirta', 'y', 'che', 'ate', 'accom', '.', 'hs', 'ieee']","['venezia', 'enna', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'enna', 'venezia', 'venetia']",’ signori,Venice, Venice,Not found,Not found,Not found,Il re dispietato,1037050,440526,dramma,Not found,http://dl.cini.it/collections/show/38
505,data_369.json,"Il Mauritio drama da rappresenrarsi [!] in musica nel famoso Teatro Vendramino di S. Saluatore l'anno 1687 consacrato all'altezza serenissima del duca Ranucio 2. duca di Parma, Piacenza, Castro, & c. / [musica singolare del signor Dominico Cabrieli]",1687,"['\\', 'IL', 'MAVRITIO', 'DRAM', 'A', 'Da', 'Rapprefentatfi', '_', 'in', 'Mutiea', 'nell', 'Famofo', 'Teatro', 'Vendramino', '‘di', 'S', '.', 'Saluatore', 'Anno', '‘MM', '.', 'DC', '.', 'LXXXVIL', 'CONSACRATO', 'JALWALTEZZA', 'SERENISSIMA', 'Dil', 'DVCA', 'RANVCIOI', '.', 'Duca', 'di', 'Parma', ',', 'Piacenza', ',', 'to', ',', 'dee', '.', 'Roser', 'iorar', 'BUM', ""'"", 'Humileh', 'del', 'mio', 'offequid', '‘oerfo', '[', 'Alterra', 'Vofras', '‘neespermactte', 'che', 'ia', 'tra', 'Fouts', 'neloane', 'benche', 'pice', 'ciole', 'incontre', 'di', 'qualifim', '‘ear', 'la', 'mia', 'frit', 'con', 'quale', 'teftimo', '~', 'wianzad', ':', 'deuotione', ',', 'Dowendo', 'percid', 'confaerar', '&', 'oggetio', 'eminente', 'il', 'Dré', '=', 'mma', ',', 'eb', 'fo', 'rapprefentare', 'in', 'Teatro', 'Shin', 'dina', 'tories', 'tee', 'iene', 'hip', 'artired', 'prah', 'tid', '‘dell', 'Altezza', 'Vefiraperche', 'ildegni', 'dom', '‘henigna', '.', 'Ofédo', 'che', 'fard', '4', 'as', ',', 'ph', 'Ua', 'profonda', 'rine', 'venza', 'di', 'chi', 'Lefifee', '©', 'per', 'la', 'penas', 'di', 'chi', 'a', 'compafes', 'Gtk', 'il', 'fregia', 'ay', 'io', 'gi', '2']","['parma', 'piacenza', 'parma']",Parma,44.79935,10.32618,"['parma', 'piacenza', 'parma']",Not found,Parma,Teatro Vendramino Parma,Not found,Not found,Teatro Vendramino,Il Mauritio,516328,211636,dramma,Not found,http://dl.cini.it/collections/show/373
507,data_91.json,"Arsinoe Drama per musica da recitarsi nel Teatro di S. Angelo l'anno 1678. Dedicato all'eccellenza di Antonio Teodoro Triuultio. Prencipe del Sacro Romano Imperio di Misocco, e Velle Misolcina, Conte di Melzo, e Gorgonzola, Signore di Codogno, Pillasio, Prada, e Terra Verde; Marchese di Malleo, e Pizzaghitone, Barone di Rettegno Imperiale, Cavaliere dell'insegne ordine del Tosone, &c. ",1678,"['ARSINOE', 'DRAMA', 'PER', 'MYSICA', 'DA', 'Recitarfinel', 'Teatro', 'di', '.', 'Ange', '-', 'Jo', 'l', ""'"", 'Anno', '1678', '.', 'Dedicatoall', '’', 'Eccellenza', 'DI', 'ANTONIO', 'TEODORO', 'TRIVVLTIO', 'Peder', 'fet', ';', 'Pistaghone', 'isin', 'dl', 'fa', ',', 'IN', 'VENETIA', ',', 'M', '.', 'DG', 'Lxxvimr', 'Per', 'Francefo', 'Nicol', 'Ger', 'licens', 'de', ""'"", 'Supererige', 'prin']","['venetia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venetia', 'venezia', 'venetia']",Not found,Venice,Teatro di san Angelo Venice,Not found,Not found,Teatro di san Angelo,Arsinoe,122872,211636,dramma,Not found,http://dl.cini.it/collections/show/212
509,data_255.json,"Gastone di Foix, melo-dramma serio in due atti da rappresentarsi nel Gran Teatro La Fenice il carnovale dell'anno 1828. Poesia di Felice Romani, musica di Giuseppe Persiani",1828,"['GASTONE', 'DI', 'FOIx', 'HELO', '-', 'DRAMMA', 'SERIO', '1y', 'bon', 'arnt', '[', 'DA', 'narrareawranee', 'NBL', 'GRAN', 'TeaTRo', 'LAFENIGE', '2', 'Carona', 'ld', 'is6', '.', 'ee', 'Fons', 'di', 'Peace', 'Rowawe', ',', 'Makes', 'i', 'Cioran', 'Persia', ',', 'eae', 'aa', 'Venezia']","['venezia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'venezia', 'venetia']",Giuseppe Persiani,Venice,Teatro La Fenice Venice,45.4337096,12.3338572,Teatro La Fenice,Gastone di Foix,1529476,1323999,melodramma,carnovale dell'anno 1828,http://dl.cini.it/collections/show/616
510,data_25.json,"Alessandro Severo, drama per musica, da rappresentarsi nel famosissimo Teatro Grimani di S.Giovanni Grisostomo. A sua eccellenza il signor Carlo Conte di Peterborow e Monmouth, Visconte di Mordaunt, d'Aveland, Barone di Mordaunt, di Turvey, e di Rygat, e Cavaliere dell'Ordine nobilissimo della Jartiere, ec.",1717,"['—', '_', '—', 'ALESSANDRO', 'SEVERO', 'Drama', 'per', 'Muficas', 'Da', '_', 'rapprefentarfi', 'nel', 'famofiime', '‘Teatro', 'Grimanidi', '$', '.', 'Giovanni', 'Grifeflomo', '.', 'A', 'Sua', 'Eccelleme', 'IL', 'SIGNOR', 'CARLO', 'Conte', 'di', 'Pererboronr', 'edi', 'Monmouth', ',', 'Vie', 'Tone', 'Mordauot', 'yd', 'Aveand', ')', 'Bac', 'see', 'a', 'Mae»', 'Tay', 'Dat', ',', '©', 'Cavalier', ':', 'del', 'Ondine', 'ache', 'line', 'Jerre', 'es', 'ESE', 'IN', 'VENEZIA', ',', 'MDCCXVII', '.', '‘Appreflo', 'Marino', 'Relfets', 'in', 'Merceriay', '‘il', 'infcpna', 'dels', 'Paces', 'Gon', 'Licensa', 'de', 'suprise', 'Briel', '.']","['venezia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'venezia', 'venetia']",Not found,Venice,Teatro Grimani Venice,45.43896755,12.338117806322515,Teatro Grimani,Alessandro Severo,20421,211636,dramma,Not found,http://dl.cini.it/collections/show/383
511,data_722.json,"La concezione di Maria Vergine, componimento sacro da cantarsi li 19. Febbrajo 1776. Nell'oratorio di S. Filippo Neri di Verona",1776,"['~', 'w', 'PRRASRAAR', 'ALARA', 'ARR', 'RDS', ',', '{', 'LA', 'ig', '}', 'CONCEZIONE', ':', 'DI', 'MARIA', 'VERGINE', '4', '4', 'COMPONIMENTO', 'SACRO', 'Da', 'cantar', 'li', '19', '.', 'Febbrajo', '1776', ',', 'HELL', 'ORATORIO', 'DI', 'S', '.', 'FILIPPO', 'NERI', 'DI', 'VERONA', '.', 'NELLA', 'STAMPARIA', 'Rawanzint', ',', 'were', '(', 'CON', 'LiceNz4', 'DE', 'SUPERIOR', '!', '3']",['verona'],Verona,45.4299,10.98444,['verona'],Not found,Verona,Verona Verona,45.4384958,10.9924122,Verona,La concezione di Maria Vergine,11100,211636,componimento sacro,Not found,http://dl.cini.it/collections/show/205
512,data_890.json,"Le nozze in contrasto. Dramma giocoso per musica da rappresentarsi in questo Regio-Ducal Teatro l'estate dell'anno 1780. Dedicato a sua altezza reale D. Ferdinando Infante di Spagna, Duca di Parma, Piacenza, Guastalla ec. ec. ec.",1780,"['LE', 'NOZZE', 'IN', 'CONTRASTO', '.', 'DRAMM', '.', 'A', 'GLOCOSO', 'PER', 'MUSICA', 'DA', 'RAPPRESENTARSI', '1x', 'QUESTO', 'REGIO', '-', 'DUCAL', 'TEATRO', 'ESTATE', 'DELLANNO', 'MDCELXXX', '.', 'A', '-', 'SUA', 'ALTEZZA', ',', 'REALE', 'D', '.', 'FERDINANDO', 'INFANTE', 'DI', 'SPAGNA', ',', 'DUCA', 'DI', 'PARMA', ',', 'PIACENZA', ',', 'GUASTALLA', 'fe', '.', 'Bo', '.', 'Fo', 'an', 'oP', 'Or', 'a', 'PARMA', 'ee', 'PRESSO', 'FILIPPO', 'CARMIGNANT', ',', 'Stanpaior', 'per', 'Priilegio', 'di', 'S', '.', 'ALR', '.', '|', 'WLTEZZA', 'REALE', '.', 'Woe', 'spiro', 'i', 'profonds', 'riconofeenza', 'net', 'Yedermt', 'onorato', '.', 'del', 'Voto', 'seuale', 'es', 'vigio', 'colla', '_', 'graziatami', 'Imprefa', 'di', 'quefti', 'Beeracoli', 'Teaeralls', 'egli', '&', 'che', 'mi', 'guida', 'ai', 'VoRtri', 'piedi', 'per', 'umiliarvi', 'il', 'Componi', '-', '‘mento', 'della', 'prima', 'Operetta', ',', 'che', 'nella', 'cor']","['parma', 'piacenza', 'parma', 'reggio', 'parma', 'parma']",Parma,44.79935,10.32618,"['parma', 'piacenza', 'parma', 'reggio', 'parma', 'parma']",Not found,Parma, Parma,Not found,Not found,Not found,Le nozze in contrasto,4898257,211636,dramma,Not found,http://dl.cini.it/collections/show/1117
513,data_692.json,"La Morte di Semiramide, dramma per musica. Da rappresentarsi nel nobilissimo Teatro La Fenice l'autunno 1798",1798,"['A', 'ORTE', 'pt', 'SEMIRAMIDE', '‘DRAMMA', 'PER', 'Musica', 'DA', 'RAPPRESENTARSE', 'cones', 'ee', 'A', 'FENIC', '&', 'Teeter', 'ess', ':', 'IN', 'VENEZIA', ',', 'weiea', 'staMb', 'AIA', 'vatWasensy', 'CON', '-', 'BER', '315510', 'NE', '.', 'ay']","['venezia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'venezia', 'venetia']",Not found,Venice,Teatro La Fenice Venice,45.4337096,12.3338572,Teatro La Fenice,La Morte di Semiramide,274266,211636,dramma,Not found,http://dl.cini.it/collections/show/1051
516,data_564.json,L' Eritrea drama di Giovanni Faustini. Dedicata all'eminentiss. & reuerendiss. sig. card. Gio. Girolamo Lomellini legato dignissimo di Bologna,1654,"[';', 'LERATREA', '.', 'Pee', 'j', 'DRAMA', 'DIGIOVANN1', 'FAVSTINI', ',', '|', ';', 'DEDICATA', '|', '§', '""', 'A', '.', ')', 'All', '’', 'Eminent', '.', '&', 'Reuerendifs', '.', 'SigeCayd', '-', 'ie', 'hi', 'GIO', 'GIROLAMO', 'WEN', ')', 'a', '-', '-', 'LOMELLINI', 'Legato', 'Dignitiimo', 'di', 'Bologna', '.', 'at', 'S', '1', 'IN', 'DOLOGN', '.', '‘', 'Pel', 'gli', 'del', 'Doze', '.', 'Co', '{', 'OTT', ',', 'wie', 'EMINENTISSIMO', 'EtReuerendifiimoPadrone', '.', 'Ceoal', 'piede', 'dell', '’', 'EV', 'Re2', 'wecrendifiima', 'quell”', 'ERE', 'TREA', ',', 'cheratain', 'Par', '-', 'lo', ',', 'non', 'pu', 'ginstamente', 'cae', 'El', '[', 'a2', 'Donna', ',', 'Amante', ',', 'T', 'res', 'agliata', ',', '©', 'percio', 'merites', 'wole', 'd', ""'"", 'ainto', '.', 'L', '’', 'Aftiria', ',', 'che', 'la', 'riconofee', 'per', 'Re', '-', 'gina', 'vanta', 'le', 'pin', 'marauiglofe', 'grandee', 'la', 'Fenicia', ',', 'chel', ""'"", 'wbbidifee', '(', 'i', 'gloria', 'dele', 'pin', 'fine', 'Porpore', ',', '€', 'l', ""'"", 'Egitto', 'dou', 'ella', 'afpira', 'bail', 'mage', '-', 'giorpregio', 'delle', 'Lettere', '.', 'Sa', 'bene', 'il', 'Mondo', 'Gqisat', 'tribuc', 'babbiano', 'offerti', 'quelti', 'tre', 'Regnt', '‘al', 'merito', 'dell', '’', 'Em', '.', 'Ve', '.', 'da', 'bi', 'fperara', 'prottee', 'ione', 'la', 'Regina', 'loro', ',', 'enon', 'dechiclla', 'cosilar', '=', 'gamente', 'tribute', '?', 'Abs', 'ahs', ',', 'prottegaio', 'gran', 'de', ',', 'quefta', 'che', 'con', 'tre', 'Regni', 'projiratant', 'al', 'prede', ',', 'suger', 'ail', 'Trirequ', 'alla', 'ars', 'Frontsio', ',', 'hee', '3', '.', 'fae']","['bologna', 'bologna', 'ferrara']",Bologna,44.49381,11.33875,"['bologna', 'bologna', 'ferrara']",Not found,Bologna, Bologna,Not found,Not found,Not found,L' Eritrea,715075,211636,dramma,Not found,http://dl.cini.it/collections/show/187
518,data_439.json,"Il marito in imbarazzo, farsa in un atto da rappresentarsi nel Teatro Giustiniani in San Moisè nell'autunno dell'anno 1812. Le parole di Rossi, la musica di Mellara",1812,"['IL', 'MARLTO', 'IN', 'IMBARAZZO', 'FARSAINUN', '4779', 'NEL', 'TEATRO', 'GIUSTINIANI', 'iN', 'SAN', 'MOIST', '’', 'INE', 'Auto', 'sel', 'Argo', 'aBi2', '.', 'Ze', 'Parte', ',', 'Wi', 'Bon', 'Zo', 'Mision', ',', 'di', 'Malla', '.', 'IN', 'VENEZIA', '‘', 'Nevea', 'Srameeaa', 'Riza']","['venezia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'venezia', 'venetia']",Not found,Venice,Teatro Giustiniani Venice,45.4337096,12.3338572,Teatro Giustiniani,Il marito in imbarazzo,96418,211636,farsa,Not found,http://dl.cini.it/collections/show/420
520,data_507.json,"Intermezzi in derisione della setta Maomettana, coll'espressione d'alcuni Riti de' Turchi nel porgere preghiere al falso loro Profeta. Da recitarsi in Seminario Romano nella Commedia de' Signori convittori delle Camere Piccole per le vacanze del Carnevale del 1717. La musica è del sig. Francesco Gasparini virutoso dell'eccellentiss. sig. principe Ruspoli",1717,"['INTER', 'MEZZI', 'ee', 'ore', 'siti', 'Da', 'recizrf', 'in', 'Semitatio', 'Romano', 'nella', 'Commedia', 'de', 'Signor', '!', 'Convittor', 'delle', 'Cane', 'Piecoleper', 'le', 'vscineedss', 'Ga', 'ovale', 'del', '7', '.', 'LA', 'MUSICAE', ':', 'DEL', ':', 'SIG', '.', 'FRANCESCO', 'GASPARINI', 'Virwwolo', 'dell', ""'"", 'tccellemtit', ',', 'Sig', ',', 'Principe', 'Rupol', '.', '”', 'In', 'Napoli', ',', 'per', 'Felice', 'Moka', ',']","['napoli', 'roma', 'napoli']",Naples,40.85216,14.26811,"['napoli', 'roma', 'napoli']",Francesco,Naples, Naples,Not found,Not found,Not found,Not found,2209651,1645608,intermezzi,Carnevale del 1717,http://dl.cini.it/collections/show/359
522,data_338.json,Il Bellerofonte drama musicale del signor Vincenzo Nolfi da rappresentarsi nel Teatro Nouissimo di Venetia l'anno 1642,1642,"['xin', 'sie', '594', '.', 'ft', 'i', 'OE', 'FS', 'seg', 'He', 'Se', 'iLAVTORE', 'DELVOPERA', '.', ',', '.', 'Achi', 'legge', '.', 'V', 'perdiilrempo', ',', '8', 'Lettoz', 're', 'fe', 'conla', 'Poctica', 'dello', 'Stagitita', 'io', 'mano', 'vai', 'rine', '‘tracciando', 'glerrori', 'di', 'quchtOpe', '-', 'ta', ',', 'petch', '’', 'io', 'confeffo', 'la', 'libera', ',', 'che', '4', '-', 'nel', 'comporla', 'non', 'ho', 'voluto', 'offer', 'are', 'altriprecetti', ',', 'che', 'ifentimenti', ',', '+', '.', '|', 'delffinuentore', 'de', 'gl', ""'"", 'apparatijne', 'ho', '|', 'hawuto', 'altra', 'mira', ',', 'che', 'il', 'genio', 'di', '|', 'duel', 'popolod', 'cl', 'shells', 'dap', '.', 'prelentare', '.', '‘Queftoé', 'vn', 'genere', 'diPocma', ',', 'che', 'Aon', 'te', 'sinoraato', 'alla', 'primera', 'natura', 'ga', 'a', '-', 'quanto', 'al', 'cinto', ',', 'ma', 'ridgtto', 'fae', 'teflo', '3', 'diverfa', 'coleurg', ',', 'fe', 'condo', 'il', 'compiacimento', ',', 'del', '{', 'fsolo', 'di', 'glingegni', 'de', 'noftritempi', ',', 'non', 'Yin', '‘conofce', 'hoggi', 'pitine', 'Epicarme', 'per', 'Padeesne', 'Sicilia', 'pek', 'pattia', ',', 'ne', 'Ari', '~', 'fiotile', 'per', 'Legislatore', '.', 'r', '“Turte', 'IviatizeG', 'tulténo', ',', 'e', 'piace', 'cionolenouitd', 'anco', 'deprauste', ',', 'diffe', 'Jo', 'Sealigeto', 'ia', 'propotito', 'dellAnfi', '-', 'trvonedi', 'Plauto', '.', 't', '4', '‘Shogel', 'viuelleto', 'i', 'Crati', ',', 'gVArie', 'flofini', '.', 'i', 'Teréntij', 'cangerebbeio', 'for', '-', 'ctfieto', '.', 't', 'tit', 'dbl', 'Gag', 'aReh®', 'OFAa', 'noné', 'timatto', 'alla', 'pocfiay', 'cheil', 'di', '.', 'Jettos', 'in', 'quelia', 'eta', 'non', 'Ran', 'bifon', '‘gro', 'gl', 'huomini', 'di', 'imperare', 'il', 'vives', 'Fe', 'del', 'mondo', 'con', 'gl', ""'"", 'altrui', 'compo', '.', 'nimenti', '.', ']', 'Ma', 'il', 'puntofta', ',', 'ctie', 'ne', 'anche', ':', 'ques', 'i', '7', 's', 'quettoritronerai', 'ne', '.', 'prefenti', 'fogli', ',', 'pefche', 'la', 'fuola', 'tuuinole', 'per', 'fan', 'tichutaé', '(', 'hata', '.', 'ri', '@', 'aueata', 'dalla', 'mia', 'peana', 'ful', 'modello', 'Dramatico', 'nel', '-', 'Fanguftia', 'di', 'breuidimo', 'tépoin', 'or', '-', 'dincariceucre', 'Ja', 'perfettione', 'dalla', 'bellezza', 'delle', 'macchine', ',', '&', 'apparati', 'Teatrali', '.', 'E', '!', 'ella', 'qui', 'va', 'corpo', 'efanimato', 'Aifpotto', 'alla', 'viuificatione', 'per', 'mez', '~', '‘zodi', 'quellofpirity', ',', 'che', 'nafee', 'nell', 'foauiti', ',', 'ene', 'gl', ""'"", 'artificis', 'della', 'Malica', 'compotta', 'dal', 'Signor', 'Fry', 'cratida', 'Parma', ',', 'edall', ""'"", 'arm', ':', '‘cede', 'piticelebri', 'cantanti', 'd', '’', 'Europat', '‘Va', 'nel', 'Teatto', 'nouifimo', 'cola', 'per', '‘auuScues', 'qual', 'larichicdi', 'lisiuedtaiy', 'L', ""'"", 'Inwentore', 'delle', 'Machine', 'a', 'curiefi', '.', 'Senelle', 'Scene', ',', '¢', 'Machine', ',', 'che', 'ig', 'hd', 'ordinato', 'per', 'sapprefentarti', ',', '6', 'Ag', 'ety']","['mira', 'parma']",Parma,44.79935,10.32618,"['parma', 'parma']",Vincenzo Nolfi,Parma,Teatro Nouissimo Parma,Not found,Not found,Teatro Nouissimo,Il Bellerofonte,5889563,7520087,dramma,Not found,http://dl.cini.it/collections/show/506
524,data_785.json,"La locanda, dramma giocoso per musica da rappresentarsi nel Teatro Giustiniani di S. Moisè il carnovale dell'anno 1771",1771,"['2498', '.', 'dts', 'np', '22', ',', 'TEAERD', 'GIESLINIANE', 'DI', '§', 'SE', 'lS', '.', 'MOTSE', 'AT', 'TORI', ',', 'Sig', ',', 'ARSENIO', 'Mereante', 'di', 'Bitore', '>', 'GS', 'Gram', 'Pore', '=', 'GUERINA', 'fou', 'Sorts', 'mse', 'Ri', '‘ei', ':', 'Gotaned', 'Begins', 'RICCARDO', 'Figs', 'dale', 'Mercante', '-', 'sg', '.', 'astree', 'Bae', 'MARINETTA', 'Locindien', '«', 'that', ',', 'Gweenae', 'Bape', '!', '«', 'VALERIO', 'Mario', 'd', 'i', 'sl', 'ae', '3', 'RosauiRs', '‘', '“ee', 'Si', 'Madan', 'Alri', ',', 'vs', 'cuiaRvrone', 'Servitot', '4', 'che', 'non', 'putino', 'a', 'Scena', 'Boge', 'ia', 'Napoli', '1s', 'Poca', 'del', 'Sig', '.', 'Gior', 'Beret', '«', 'Ad', 'BAL', '‘', 'PALLERIN', '&', 'ey', '¢', 'Diggtnre', 'de', 'Bul', 'sig', '.', 'fogpeta®', 'at', 'cept', 'dat', 'Cegsae', 'Se', 'Seb', 'Sar', 'Sie', 'Civ', 'Faott', 'sind', 'Cain', '9', 'Sip', 'Tee', 'Mille', 'Oui', '«', 'PRIMO', 'BALLOY', 'Concert', 'ou', 'Veedemie', 'di', 'Paelnt', '«', 'SECONDO', 'BALLO', '.', 'ta', 'Gacages', '€i', 'Napa', 'MUTAZIONI', 'DI', 'SCENE', ':', '‘ATTO', 'PRIMO', '.', 'mi', 'Locanda', ',', 'con', 'Lossia', 'sedis', ',', 'ATTO', 'TERZO', '.', 'Gaers', 'Ln', 'Scene', '(', 'ono', 'dinvaaion', '5', 'diceione', 'de', 'i', 'Gitta', 'Manes', 'oes', 'anoresee', 'cel', 'te', 'saiinatiiiitiieasiaitierinniinile']","['tori', 'napoli', 'napoli']",Naples,40.85216,14.26811,"['tori', 'napoli', 'napoli']",Not found,Naples,Teatro Giustiniani di Naples,Not found,Not found,Teatro Giustiniani di,La locanda,1481913,211636,dramma,carnovale dell'anno 1771,http://dl.cini.it/collections/show/362
526,data_908.json,Linda d'Ispahan. melodramma fantastico in 5 atti. Musica del maestro Francesco Malipiero. Da rappresentarsi nel Teatro La Fenice in Venezia nella stagione di carnovale e quaresima 1870-71,1871,"['TEATRO', 'LA', 'FENICE', 'LINDA', 'BD', 'ISPAHAN', 'MELODRAMMA', 'FANTASTICO', 'IN', '3', 'ATT', 'FRANCESCO', 'MALIPIERO', '.', 'Tiere', '|', 'LINDA', 'D', ""'"", 'ISPAMAN', 'MELODRAMMA', 'FANTASTICO', 'IN', '5', 'ATTI', ')', 'LA', 'PENICE', '1N', 'VENEZIA', 'i', 'opie', 'Wan', 'aria', '701', 'No', 'VENELIA']","['venezia', 'venezia', 'venetia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'venezia', 'venetia', 'venezia', 'venetia']",Francesco Malipiero,Venice,Teatro La Fenice Venice,45.4337096,12.3338572,Teatro La Fenice,Linda d'Ispahan,1823063,8674782,melodramma,carnovale e quaresima 1870-,http://dl.cini.it/collections/show/458
527,data_453.json,Il pastore d'Anfriso. Tragedia pastorale per musica da rappresentarsi nel Teatro Grimano di San Gio. Grisostomo l'anno 1695. Dedicata all'altezza serenissima di Carlo Filippo principe margrauio di Brandeburg &c. &c. &c. &c.,1695,"['IL', 'PASTORE', '|', 'D', ""'"", 'ANFRISO', '.', 'TRAGEDIA', 'PASTORALE', 'Per', 'Mufica', 'Da', 'Rapprefentarfi', 'nel', 'Teatro', 'Grimano', 'di', 'San', 'Gio', ':', '}', 'Grifoltomo', '|', 'LANNO', 'M', '.', 'DC', '.', 'XCV', '.', 'DEDI', 'CAT', '«4', 'i', 'ALU', 'ALTEZZA', '|', 'SERENISSIMA', 'DluGAR', 'EO', '|', 'BLL', 'Le', 'Yo', 'Z', '|', 'Principe', 'Margrauio', 'di', 'Brandeburg', 'Sc', '.', '&', 'c', '.', 'Bes', 'Bec', '.', '\\', 'SECONDA', 'IMPRESSIONE', ',', '1', 'IN', 'VENETIA', ',', 'MDCXCY', '.', 'SERENISSIMA', 'ALTEZZA', '.', 'EMule', 'fempre', 'fie', 'Y', 'rono', 'ben', 'accolte', 'da', 'turtele', 'virths', 'ma', 'diftincamence', 'dal', 'valor', 'milicare', '.', 'I', 'pitt', 'grandi', 'Exoi', 'dell', '?', 'Antichira', '.', 'le', '‘onducenano', 'con', 'loro', 'nel', 'Campo', ',', 'S', ""'"", 'infiammauano', 'con', 'loro', 'alle', 'pik', 'belle', 'imprefe', ',', '€', 'con', 'loro', 'fi', 'rijto', '-', 'rauano', 'dalle', 'fatiche', ',', 'QueRo', 'fa', '‘vedere', ',', 'chiio', 'non', 'poffe', 'offerire', 'lamia', 'Mufa', 'Dramatics', ',', 'qual', '‘ella', 'fi', 'fia', ',', 'con', 'migliore', '[', 'peran', '-', '‘zadiclementi', '[', 'simo', 'aggradimen', '.', '10', ',', 'quanto', 'che', 'a', '.', 'A', ',', 'la', 'quale', 'va', 'forma', 'nella', 'ee', 'Aa', 'fiw']","['venetia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venetia', 'venezia', 'venetia']",Not found,Venice,Teatro Grimano di San Gio Venice,Not found,Not found,Teatro Grimano di San Gio,Il pastore d'Anfriso,1226274,211636,tragedia,Not found,http://dl.cini.it/collections/show/594
